ID;X;Y;CATEGORY;STORE
5131;1603603;6643153;KFZ;Toyota Einzelhändler und Werkstätten
5132;1605780;6623240;KFZ;Pneuhage
5133;1632362;6627158;KFZ;Ford Einzelhändler und Werkstätten
5134;1630676;6628793;KFZ;Mazda Einzelhändler und Werkstätten
5135;1609663;6630376;KFZ;VW-Audi Einzelhändler und Werkstätten
5136;1645829;6600203;KFZ;Skoda Einzelhändler und Werkstätten
5137;1587746;6690231;KFZ;A.T.U. Auto-Teile-Unger
5138;1581170;6693702;KFZ;Mazda Einzelhändler und Werkstätten
5139;1597253;6751052;KFZ;Pneuhage
5140;1592098;6753688;KFZ;Skoda Einzelhändler und Werkstätten
5142;1632383;6784880;KFZ;HONDA Motorräder Einzelhändler und Werkstätten
5143;1601941;6765985;KFZ;Skoda Einzelhändler und Werkstätten
5145;1378042;6675018;KFZ;Budget
5146;1378358;6669704;KFZ;BMW Motorräder Einzelhändler und Werkstätten
5149;1385273;6616613;KFZ;Mini Einzelhändler und Werkstätten
5150;1385123;6616535;KFZ;Renault Einzelhändler und Werkstätten
5151;797083;6708611;KFZ;IMO Car Wash
5152;1437433;6640435;KFZ;VW-Audi Einzelhändler und Werkstätten
5154;1401144;6718827;KFZ;Opel/General Motors Einzelhändler und Werkstätten
5156;1442642;6713743;KFZ;Volvo Einzelhändler und Werkstätten
5157;791944;6697698;KFZ;IMO Car Wash
5160;919475;6443272;KFZ;IMO Car Wash
5163;1332589;6702216;KFZ;Hyundai Einzelhändler und Werkstätten
5164;1329341;6706198;KFZ;Subaru Einzelhändler und Werkstätten
5165;1321326;6703945;KFZ;Euromobil
5166;1327500;6700446;KFZ;Hertz
5167;1315142;6707183;KFZ;HARLEY DAVIDSON Einzelhändler und Werkstätten
5168;1333801;6675055;KFZ;Pneuhage
5169;1332189;6677446;KFZ;VW-Audi Einzelhändler und Werkstätten
5170;1288371;6703856;KFZ;Isuzu Einzelhändler und Werkstätten
5171;1288475;6703816;KFZ;Subaru Einzelhändler und Werkstätten
5172;1276640;6727744;KFZ;Honda Einzelhändler und Werkstätten
5173;1328525;6746780;KFZ;A.T.U. Auto-Teile-Unger
5175;1310855;6751355;KFZ;Mazda Einzelhändler und Werkstätten
5176;1309143;6755518;KFZ;Mercedes Einzelhändler und Werkstätten
5177;1275375;6746266;KFZ;Hyundai Einzelhändler und Werkstätten
5178;1276680;6750403;KFZ;AVIS
5179;1239538;6753264;KFZ;SUZUKI Motorräder Einzelhändler und Werkstätten
5180;1256570;6695449;KFZ;Ford Einzelhändler und Werkstätten
5181;1253087;6697052;KFZ;VW-Audi Einzelhändler und Werkstätten
5183;1254769;6680980;KFZ;Euromobil
5184;1315184;6640357;KFZ;Mitsubishi Einzelhändler und Werkstätten
5185;1307519;6653289;KFZ;Scania LKW Einzelhändler und Werkstätten
5186;1329663;6649278;KFZ;Euromobil
5187;1333044;6647090;KFZ;Euromobil
5189;1366776;6721749;KFZ;Peugeot Einzelhändler und Werkstätten
5190;1364998;6731253;KFZ;Euromobil
5191;1354106;6759728;KFZ;Mercedes LKW Einzelhändler und Werkstätten
5192;1359217;6773461;KFZ;Ford Einzelhändler und Werkstätten
5193;1410711;6768012;KFZ;Skoda Einzelhändler und Werkstätten
5194;1403118;6769289;KFZ;Mercedes LKW Einzelhändler und Werkstätten
5195;1440082;6755169;KFZ;Ford Einzelhändler und Werkstätten
5196;1262057;6553220;KFZ;Mercedes LKW Einzelhändler und Werkstätten
5197;1271228;6545850;KFZ;VW-Audi Einzelhändler und Werkstätten
5198;1263108;6565354;KFZ;Fiat Einzelhändler und Werkstätten
5199;1343287;6590845;KFZ;Seat Einzelhändler und Werkstätten
5200;1342414;6587464;KFZ;KAWASAKI Motorräder Einzelhändler und Werkstätten
5201;1353201;6590831;KFZ;Iveco Einzelhändler und Werkstätten
5202;1322089;6609854;KFZ;Mazda Einzelhändler und Werkstätten
5203;1287887;6595704;KFZ;Europcar
5204;1289469;6589659;KFZ;Iveco Einzelhändler und Werkstätten
5205;1333873;6554418;KFZ;VW-Audi Einzelhändler und Werkstätten
5206;1362302;6554008;KFZ;Alfa Romeo Einzelhändler und Werkstätten
5207;1385239;6563715;KFZ;Pneuhage
5208;1384833;6555342;KFZ;VW-Audi Einzelhändler und Werkstätten
5210;1376895;6533817;KFZ;Fiat Einzelhändler und Werkstätten
5211;1388715;6532217;KFZ;KAWASAKI Motorräder Einzelhändler und Werkstätten
5212;1386381;6502952;KFZ;Ford Einzelhändler und Werkstätten
5213;1420457;6534348;KFZ;BMW Einzelhändler und Werkstätten
5214;1419637;6534361;KFZ;Ford Einzelhändler und Werkstätten
5215;1418256;6535922;KFZ;Subaru Einzelhändler und Werkstätten
5216;1390934;6582066;KFZ;Euromobil
5218;1384172;6585559;KFZ;Seat Einzelhändler und Werkstätten
5219;1350767;6527983;KFZ;Ford Einzelhändler und Werkstätten
5220;1349464;6523625;KFZ;Vergölst
5221;1354150;6525443;KFZ;A.T.U. Auto-Teile-Unger
5222;1353476;6513200;KFZ;Skoda Einzelhändler und Werkstätten
5225;1432608;6581614;KFZ;VW-Audi Einzelhändler und Werkstätten
5227;1436751;6579564;KFZ;Lancia Einzelhändler und Werkstätten
5229;850834;6717457;KFZ;IMO Car Wash
5230;1418282;6588414;KFZ;Mazda Einzelhändler und Werkstätten
5231;1423405;6598268;KFZ;Toyota Einzelhändler und Werkstätten
5232;1429681;6590401;KFZ;Chevrolet Einzelhändler und Werkstätten
5233;1417872;6600421;KFZ;Ford Einzelhändler und Werkstätten
5234;1419231;6563299;KFZ;A.T.U. Auto-Teile-Unger
5235;1410383;6562068;KFZ;Renault Einzelhändler und Werkstätten
5236;1414383;6564908;KFZ;VW-Audi Einzelhändler und Werkstätten
5237;1452707;6571778;KFZ;Ford Einzelhändler und Werkstätten
5241;1483919;6553425;KFZ;Euromobil
5242;1470397;6578366;KFZ;Subaru Einzelhändler und Werkstätten
5244;1486331;6598843;KFZ;Iveco Einzelhändler und Werkstätten
5245;1494390;6609633;KFZ;BMW Einzelhändler und Werkstätten
5246;1440945;6611358;KFZ;Ford Einzelhändler und Werkstätten
5247;1440108;6607913;KFZ;Peugeot Einzelhändler und Werkstätten
5249;1493656;6885216;KFZ;Sixt
5250;1501236;6888151;KFZ;Sixt
5251;1496089;6889617;KFZ;A.T.U. Auto-Teile-Unger
5252;1493882;6892460;KFZ;Opel/General Motors Einzelhändler und Werkstätten
5253;1481807;6887873;KFZ;Mercedes LKW Einzelhändler und Werkstätten
5254;1479110;6885147;KFZ;Vergölst
5255;1478725;6881691;KFZ;Alfa Romeo Einzelhändler und Werkstätten
5256;1488759;6871801;KFZ;Seat Einzelhändler und Werkstätten
5257;1480596;6874546;KFZ;Ferrari Einzelhändler und Werkstätten
5258;1484787;6871228;KFZ;Cleanpark
5259;1487698;6866947;KFZ;Stahlgruber
5260;1495201;6876083;KFZ;Ford Einzelhändler und Werkstätten
5261;1495201;6876083;KFZ;Opel/General Motors Einzelhändler und Werkstätten
5262;1511435;6875094;KFZ;Honda Einzelhändler und Werkstätten
5263;1511168;6873605;KFZ;Subaru Einzelhändler und Werkstätten
5264;1514246;6873577;KFZ;HONDA Motorräder Einzelhändler und Werkstätten
5265;1513852;6886413;KFZ;Renault Einzelhändler und Werkstätten
5266;1508249;6884838;KFZ;Nissan Einzelhändler und Werkstätten
5267;1501528;6891833;KFZ;Nissan Einzelhändler und Werkstätten
5268;1499864;6890904;KFZ;VW-Audi Einzelhändler und Werkstätten
5269;1503453;6896540;KFZ;Daihatsu Einzelhändler und Werkstätten
5270;1493124;6894572;KFZ;EUROPA SERVICE
5271;1499123;6903514;KFZ;Isuzu Einzelhändler und Werkstätten
5272;1498448;6902553;KFZ;Renault Einzelhändler und Werkstätten
5273;1491494;6894612;KFZ;VW-Audi Einzelhändler und Werkstätten
5274;1478160;6892906;KFZ;Budget
5275;1483989;6901213;KFZ;VW-Audi Einzelhändler und Werkstätten
5276;1482486;6901292;KFZ;Nissan Einzelhändler und Werkstätten
5277;1466181;6889597;KFZ;Opel/General Motors Einzelhändler und Werkstätten
5278;1467862;6890372;KFZ;Sixt
5279;1456046;6862507;KFZ;Lancia Einzelhändler und Werkstätten
5280;1472458;6864816;KFZ;BMW Einzelhändler und Werkstätten
5281;1469723;6863954;KFZ;Mitsubishi Einzelhändler und Werkstätten
5282;1441421;6835613;KFZ;YAMAHA Moped Einzelhändler und Werkstätten
5283;1441421;6835613;KFZ;YAMAHA Motorräder Einzelhändler und Werkstätten
5284;1392567;6872676;KFZ;Honda Einzelhändler und Werkstätten
5285;1401162;6819773;KFZ;VW-Audi Einzelhändler und Werkstätten
5286;1419399;6828072;KFZ;AVIS
5287;1455505;6793560;KFZ;Euromobil
5289;1616435;6850698;KFZ;A.T.U. Auto-Teile-Unger
5290;1614927;6858743;KFZ;BMW Einzelhändler und Werkstätten
5291;1615244;6858540;KFZ;Peugeot Einzelhändler und Werkstätten
5292;1616961;6857361;KFZ;VW-Audi Einzelhändler und Werkstätten
5293;1598313;6889143;KFZ;Fiat Einzelhändler und Werkstätten
5294;1544000;6898769;KFZ;Budget
5295;1543775;6898577;KFZ;Seat Einzelhändler und Werkstätten
5296;1546241;6898140;KFZ;Volvo Einzelhändler und Werkstätten
5297;1544000;6898769;KFZ;AVIS
5298;1515856;6891231;KFZ;Fiat Einzelhändler und Werkstätten
5299;1529706;6872919;KFZ;Peugeot Einzelhändler und Werkstätten
5300;1494952;6833993;KFZ;VW-Audi Einzelhändler und Werkstätten
5301;1548194;6838166;KFZ;Daihatsu Einzelhändler und Werkstätten
5302;1626664;6820083;KFZ;LET's! rent a car
5303;1629126;6818999;KFZ;A.T.U. Auto-Teile-Unger
5304;1541079;6781164;KFZ;SUZUKI Motorräder Einzelhändler und Werkstätten
5305;1587950;6988406;KFZ;Nissan Einzelhändler und Werkstätten
5306;1511637;6916235;KFZ;Mazda Einzelhändler und Werkstätten
5307;1510182;6914280;KFZ;Skoda Einzelhändler und Werkstätten
5309;1517179;6932111;KFZ;Iveco Einzelhändler und Werkstätten
5310;1472676;6926055;KFZ;Pit-Stop Auto Service GmbH
5311;1467248;6915020;KFZ;MAN Einzelhändler und Werkstätten
5313;1424413;6954838;KFZ;Nissan Einzelhändler und Werkstätten
5314;1428119;6963888;KFZ;Suzuki Einzelhändler und Werkstätten
5315;1387273;7003429;KFZ;Hyundai Einzelhändler und Werkstätten
5316;1385017;7004842;KFZ;Mercedes Einzelhändler und Werkstätten
5317;1379660;7000886;KFZ;Scania LKW Einzelhändler und Werkstätten
5318;1389772;7006376;KFZ;SUZUKI Motorräder Einzelhändler und Werkstätten
5319;1475035;7075283;KFZ;Mercedes Einzelhändler und Werkstätten
5320;1475035;7075283;KFZ;Mercedes LKW Einzelhändler und Werkstätten
5321;1397631;7122879;KFZ;Toyota Einzelhändler und Werkstätten
5322;1414118;7071896;KFZ;Sixt
5323;1453565;7043986;KFZ;Euromobil
5324;1454211;7039513;KFZ;Pit-Stop Auto Service GmbH
5325;1455071;7041901;KFZ;Honda Einzelhändler und Werkstätten
5326;1455071;7041901;KFZ;Mitsubishi Einzelhändler und Werkstätten
5327;1452901;7037378;KFZ;Renault Einzelhändler und Werkstätten
5328;1556206;7068554;KFZ;Skoda Einzelhändler und Werkstätten
5329;1557296;7069553;KFZ;Iveco Einzelhändler und Werkstätten
5330;1509088;7071961;KFZ;Mercedes LKW Einzelhändler und Werkstätten
5331;1560932;7111989;KFZ;Hyundai Einzelhändler und Werkstätten
5332;1487546;7181511;KFZ;Sixt
5333;1339810;7185643;KFZ;Seat Einzelhändler und Werkstätten
5334;1341064;7188036;KFZ;Sixt
5335;1335440;7191556;KFZ;Lancia Einzelhändler und Werkstätten
5336;1354217;7181775;KFZ;Opel/General Motors Einzelhändler und Werkstätten
5337;1353014;7184068;KFZ;Toyota Einzelhändler und Werkstätten
5338;1351835;7180616;KFZ;MAN Einzelhändler und Werkstätten
5340;1333919;7129539;KFZ;Euromobil
5342;1368639;7149134;KFZ;Euromobil
5343;1388748;7210188;KFZ;Nissan Einzelhändler und Werkstätten
5344;1388916;7210381;KFZ;Suzuki Einzelhändler und Werkstätten
5345;1378870;7207914;KFZ;YAMAHA Motorräder Einzelhändler und Werkstätten
5346;1413489;7230844;KFZ;Skoda Einzelhändler und Werkstätten
5347;1452862;7220927;KFZ;point S
5348;1452566;7220252;KFZ;Skoda Einzelhändler und Werkstätten
5349;1452620;7182232;KFZ;Opel/General Motors Einzelhändler und Werkstätten
5350;1492059;7239689;KFZ;Skoda Einzelhändler und Werkstätten
5351;1492521;7242094;KFZ;Toyota Einzelhändler und Werkstätten
5352;1262173;7095022;KFZ;Volvo Einzelhändler und Werkstätten
5353;1303395;6977357;KFZ;Alfa Romeo Einzelhändler und Werkstätten
5354;1303395;6977357;KFZ;Nissan Einzelhändler und Werkstätten
5355;1304064;6977790;KFZ;Renault Einzelhändler und Werkstätten
5356;1320227;6989189;KFZ;Euromobil
5357;1314277;7055454;KFZ;Euromobil
5358;1316370;7057020;KFZ;Opel/General Motors Einzelhändler und Werkstätten
5359;1316689;7057071;KFZ;Toyota Einzelhändler und Werkstätten
5360;1361643;7045706;KFZ;Fiat Einzelhändler und Werkstätten
5361;1113486;7077939;KFZ;EUROPA SERVICE
5362;1112800;7078276;KFZ;Sixt
5363;1116703;7077130;KFZ;EUROMASTER GmbH
5364;1134722;7064569;KFZ;MAN Einzelhändler und Werkstätten
5365;1134769;7066324;KFZ;Europcar
5366;1109555;7072045;KFZ;Mercedes LKW Einzelhändler und Werkstätten
5367;1081924;7028938;KFZ;Euromobil
5368;1156855;7026163;KFZ;Lancia Einzelhändler und Werkstätten
5369;1134500;7075652;KFZ;Kia Einzelhändler und Werkstätten
5370;1077760;7061457;KFZ;Euromobil
5371;1055873;7083032;KFZ;Mitsubishi Einzelhändler und Werkstätten
5372;1027494;7125239;KFZ;Ford Einzelhändler und Werkstätten
5373;1118617;7081595;KFZ;interRent
5374;1120627;7086790;KFZ;point S
5375;1115891;7096033;KFZ;Mercedes Einzelhändler und Werkstätten
5376;1120437;7098736;KFZ;Peugeot Einzelhändler und Werkstätten
5377;1112648;7098265;KFZ;Hyundai Einzelhändler und Werkstätten
5378;1095152;7081726;KFZ;VW-Audi Einzelhändler und Werkstätten
5379;1108432;7100979;KFZ;Volvo Einzelhändler und Werkstätten
5380;1082268;7082987;KFZ;Smart Einzelhändler und Werkstätten
5381;1186836;7139495;KFZ;STARCAR
5382;1185958;7139189;KFZ;Volvo Einzelhändler und Werkstätten
5383;1180821;7136505;KFZ;Peugeot Einzelhändler und Werkstätten
5384;1185952;7135932;KFZ;Chevrolet Einzelhändler und Werkstätten
5385;1187856;7133885;KFZ;VW-Audi Einzelhändler und Werkstätten
5386;1181985;7185804;KFZ;BMW Einzelhändler und Werkstätten
5387;1208547;7179026;KFZ;Renault Einzelhändler und Werkstätten
5388;1211988;7204216;KFZ;KAWASAKI Motorräder Einzelhändler und Werkstätten
5389;1155995;7124652;KFZ;Ford Einzelhändler und Werkstätten
5390;1153715;7126774;KFZ;Mercedes Einzelhändler und Werkstätten
5391;1128776;7124966;KFZ;Opel/General Motors Einzelhändler und Werkstätten
5393;1130795;7217550;KFZ;Opel/General Motors Einzelhändler und Werkstätten
5395;1109086;7179498;KFZ;Skoda Einzelhändler und Werkstätten
5396;1110236;7171018;KFZ;Jeep Einzelhändler und Werkstätten
5397;1108879;7129584;KFZ;Mini Einzelhändler und Werkstätten
5398;1099860;7148717;KFZ;Ford Einzelhändler und Werkstätten
5399;1114936;7145186;KFZ;Daihatsu Einzelhändler und Werkstätten
5400;1069411;7222141;KFZ;Toyota Einzelhändler und Werkstätten
5401;1070435;7221987;KFZ;AVIS
5402;1062062;7257146;KFZ;Ford Einzelhändler und Werkstätten
5403;1049693;7308631;KFZ;Renault Einzelhändler und Werkstätten
5404;1054586;7315913;KFZ;Peugeot Einzelhändler und Werkstätten
5405;1041831;7314661;KFZ;EUROPA SERVICE
5407;1073406;7103356;KFZ;Opel/General Motors Einzelhändler und Werkstätten
5408;1055437;7153606;KFZ;Nissan Einzelhändler und Werkstätten
5409;1002326;7183865;KFZ;point S
5410;1014660;7199417;KFZ;Mazda Einzelhändler und Werkstätten
5411;1014647;7199814;KFZ;Skoda Einzelhändler und Werkstätten
5412;1009831;7254061;KFZ;point S
5413;1010338;7256822;KFZ;BMW Einzelhändler und Werkstätten
5414;1010032;7255916;KFZ;Hyundai Einzelhändler und Werkstätten
5415;1010037;7256102;KFZ;Seat Einzelhändler und Werkstätten
5416;915794;7008244;KFZ;Ford Einzelhändler und Werkstätten
5417;915794;7008244;KFZ;MAN Einzelhändler und Werkstätten
5418;914800;7010063;KFZ;YAMAHA Motorräder Einzelhändler und Werkstätten
5419;913293;6996577;KFZ;Renault Einzelhändler und Werkstätten
5420;872699;6978028;KFZ;Mercedes LKW Einzelhändler und Werkstätten
5421;914828;7014200;KFZ;Mazda Einzelhändler und Werkstätten
5422;890611;7047877;KFZ;Renault Einzelhändler und Werkstätten
5423;804972;7081590;KFZ;Mercedes LKW Einzelhändler und Werkstätten
5424;822935;7080157;KFZ;Daihatsu Einzelhändler und Werkstätten
5425;845256;7001027;KFZ;VW-Audi Einzelhändler und Werkstätten
5426;980112;6916803;KFZ;Sixt
5427;1028886;6959164;KFZ;EUROMASTER GmbH
5428;1032698;6960861;KFZ;MAN Einzelhändler und Werkstätten
5429;1048203;6997880;KFZ;Fiat Einzelhändler und Werkstätten
5430;1048128;6997772;KFZ;Mercedes Einzelhändler und Werkstätten
5431;1056713;6966093;KFZ;Mazda Einzelhändler und Werkstätten
5432;1066235;6973449;KFZ;VW-Audi Einzelhändler und Werkstätten
5433;1030668;7031950;KFZ;point S
5434;1008596;7066872;KFZ;Kia Einzelhändler und Werkstätten
5435;1013153;7067606;KFZ;Opel/General Motors Einzelhändler und Werkstätten
5436;968931;7134217;KFZ;Renault Einzelhändler und Werkstätten
5437;963928;7133766;KFZ;Europcar
5438;955495;7070979;KFZ;Mercedes Einzelhändler und Werkstätten
5439;957084;7059918;KFZ;Renault Einzelhändler und Werkstätten
5440;976933;6986024;KFZ;Budget
5441;976834;6987207;KFZ;MAN Einzelhändler und Werkstätten
5442;977903;6992245;KFZ;VW-Audi Einzelhändler und Werkstätten
5443;983353;6984076;KFZ;Daihatsu Einzelhändler und Werkstätten
5444;994487;6985952;KFZ;A.T.U. Auto-Teile-Unger
5445;965639;7006870;KFZ;Nissan Einzelhändler und Werkstätten
5446;962114;7007417;KFZ;Honda Einzelhändler und Werkstätten
5447;992059;7005445;KFZ;point S
5448;1120442;6903384;KFZ;Sixt
5449;1119470;6900252;KFZ;Mercedes Einzelhändler und Werkstätten
5450;1124425;6900936;KFZ;Mercedes LKW Einzelhändler und Werkstätten
5451;1154549;6898996;KFZ;Euromobil
5452;1182097;6906588;KFZ;Suzuki Einzelhändler und Werkstätten
5453;1243264;6946030;KFZ;Renault Einzelhändler und Werkstätten
5454;1173085;6967101;KFZ;Pit-Stop Auto Service GmbH
5455;1095421;6971144;KFZ;MAN Einzelhändler und Werkstätten
5456;1122874;6973582;KFZ;Skoda Einzelhändler und Werkstätten
5457;1090035;6998065;KFZ;BMW Motorräder Einzelhändler und Werkstätten
5458;1108568;6994760;KFZ;Subaru Einzelhändler und Werkstätten
5459;1065891;6950742;KFZ;Europcar
5460;1079995;6865430;KFZ;Seat Einzelhändler und Werkstätten
5461;1085703;6864625;KFZ;Lancia Einzelhändler und Werkstätten
5462;1081872;6868854;KFZ;Volvo Einzelhändler und Werkstätten
5463;1080576;6859110;KFZ;VW-Audi Einzelhändler und Werkstätten
5464;1077931;6856541;KFZ;Reifen.com
5465;1088883;6865718;KFZ;Mercedes Einzelhändler und Werkstätten
5466;1092956;6868999;KFZ;Nissan Einzelhändler und Werkstätten
5467;1052285;6849532;KFZ;Nissan Einzelhändler und Werkstätten
5468;1090139;6790523;KFZ;Mercedes LKW Einzelhändler und Werkstätten
5469;1078232;6792836;KFZ;Seat Einzelhändler und Werkstätten
5470;1107836;6821993;KFZ;Pit-Stop Auto Service GmbH
5471;1103146;6822782;KFZ;Mercedes LKW Einzelhändler und Werkstätten
5472;1131603;6846811;KFZ;Renault Einzelhändler und Werkstätten
5473;1109236;6859686;KFZ;Mercedes Einzelhändler und Werkstätten
5475;1109572;6850305;KFZ;VW-Audi Einzelhändler und Werkstätten
5476;1053956;6883963;KFZ;Renault Einzelhändler und Werkstätten
5477;1023013;6872399;KFZ;Iveco Einzelhändler und Werkstätten
5478;1019809;6846171;KFZ;Daihatsu Einzelhändler und Werkstätten
5479;1042461;6811392;KFZ;Europcar
5480;1027164;6823540;KFZ;Opel/General Motors Einzelhändler und Werkstätten
5481;1029347;6822542;KFZ;VW-Audi Einzelhändler und Werkstätten
5482;1029388;6800190;KFZ;Ford Einzelhändler und Werkstätten
5483;965302;6814595;KFZ;Euromobil
5484;972614;6803758;KFZ;Pit-Stop Auto Service GmbH
5485;927666;6872331;KFZ;BMW Motorräder Einzelhändler und Werkstätten
5486;984024;6840829;KFZ;Mini Einzelhändler und Werkstätten
5487;976056;6816926;KFZ;Seat Einzelhändler und Werkstätten
5488;980964;6799525;KFZ;Mercedes Einzelhändler und Werkstätten
5489;980964;6799525;KFZ;Mercedes LKW Einzelhändler und Werkstätten
5490;985326;6781032;KFZ;Europcar
5491;997135;6772623;KFZ;Ford Einzelhändler und Werkstätten
5492;1002591;6742368;KFZ;Opel/General Motors Einzelhändler und Werkstätten
5493;1002652;6742657;KFZ;Mercedes LKW Einzelhändler und Werkstätten
5494;968831;6706972;KFZ;Hyundai Einzelhändler und Werkstätten
5495;934930;6779159;KFZ;Mitsubishi Einzelhändler und Werkstätten
5496;935395;6782196;KFZ;Skoda Einzelhändler und Werkstätten
5497;947069;6760647;KFZ;KAWASAKI Motorräder Einzelhändler und Werkstätten
5498;915949;6785414;KFZ;Mercedes Einzelhändler und Werkstätten
5499;921854;6785008;KFZ;Mercedes LKW Einzelhändler und Werkstätten
5500;953784;6792502;KFZ;Honda Einzelhändler und Werkstätten
5501;947719;6788934;KFZ;A.T.U. Auto-Teile-Unger
5502;1060115;6667269;KFZ;Seat Einzelhändler und Werkstätten
5503;1059662;6667841;KFZ;VW-Audi Einzelhändler und Werkstätten
5504;1056253;6672380;KFZ;Alfa Romeo Einzelhändler und Werkstätten
5505;1054653;6674040;KFZ;YAMAHA Motorräder Einzelhändler und Werkstätten
5507;1046987;6658594;KFZ;Euromobil
5508;1019117;6715853;KFZ;YAMAHA Moped Einzelhändler und Werkstätten
5509;1001113;6679701;KFZ;KAWASAKI Motorräder Einzelhändler und Werkstätten
5510;1002241;6694211;KFZ;Euromobil
5511;1016234;6643319;KFZ;Peugeot Einzelhändler und Werkstätten
5512;1047427;6619210;KFZ;Ford Einzelhändler und Werkstätten
5513;1022447;6599402;KFZ;A.T.U. Auto-Teile-Unger
5514;973196;6577639;KFZ;VW-Audi Einzelhändler und Werkstätten
5515;976035;6581283;KFZ;A.T.U. Auto-Teile-Unger
5516;976969;6623414;KFZ;Peugeot Einzelhändler und Werkstätten
5517;967171;6618765;KFZ;YAMAHA Moped Einzelhändler und Werkstätten
5518;990705;6521741;KFZ;Mercedes Einzelhändler und Werkstätten
5519;943433;6540176;KFZ;Vergölst
5520;922106;6573037;KFZ;Europcar
5521;913113;6568381;KFZ;A.T.U. Auto-Teile-Unger
5522;1063617;6512430;KFZ;Hertz
5523;1080492;6590542;KFZ;Stahlgruber
5524;1079076;6589992;KFZ;Kia Einzelhändler und Werkstätten
5525;1064706;6584888;KFZ;AVIS
5526;1030549;6571651;KFZ;Euromobil
5527;1030549;6571651;KFZ;Skoda Einzelhändler und Werkstätten
5528;1044520;6549734;KFZ;Opel/General Motors Einzelhändler und Werkstätten
5529;1044973;6550972;KFZ;Smart Einzelhändler und Werkstätten
5530;1039724;6535901;KFZ;Pneuhage
5531;1034660;6533542;KFZ;point S
5532;1139344;6580922;KFZ;point S
5533;1134761;6580831;KFZ;Mercedes LKW Einzelhändler und Werkstätten
5534;1104357;6712444;KFZ;YAMAHA Motorräder Einzelhändler und Werkstätten
5535;1104282;6713465;KFZ;Nissan Einzelhändler und Werkstätten
5536;1099523;6706786;KFZ;Opel/General Motors Einzelhändler und Werkstätten
5537;1110044;6736110;KFZ;Renault Einzelhändler und Werkstätten
5538;1127638;6680850;KFZ;SUZUKI Motorräder Einzelhändler und Werkstätten
5539;1148506;6684205;KFZ;Renault Einzelhändler und Werkstätten
5540;1100019;6758715;KFZ;Fiat Einzelhändler und Werkstätten
5541;1119019;6754222;KFZ;Skoda Einzelhändler und Werkstätten
5542;1044808;6753648;KFZ;Seat Einzelhändler und Werkstätten
5543;1043326;6737360;KFZ;YAMAHA Moped Einzelhändler und Werkstätten
5544;1174177;6849843;KFZ;Sixt
5545;1169426;6847095;KFZ;Mini Einzelhändler und Werkstätten
5546;1157316;6818965;KFZ;Euromobil
5547;1223199;6835498;KFZ;Skoda Einzelhändler und Werkstätten
5548;1221317;6836717;KFZ;VW-Audi Einzelhändler und Werkstätten
5549;1223483;6833971;KFZ;Mercedes LKW Einzelhändler und Werkstätten
5550;1220876;6817628;KFZ;Euromobil
5551;1201141;6870021;KFZ;National
5552;1172019;6884204;KFZ;Renault Einzelhändler und Werkstätten
5553;1227713;6773173;KFZ;Skoda Einzelhändler und Werkstätten
5554;1201819;6765036;KFZ;Ford Einzelhändler und Werkstätten
5555;1290076;6814764;KFZ;MAN Einzelhändler und Werkstätten
5556;1292907;6807023;KFZ;Renault Einzelhändler und Werkstätten
5557;1297894;6805192;KFZ;Peugeot Einzelhändler und Werkstätten
5558;1293558;6822113;KFZ;point S
5559;1290383;6822396;KFZ;Chevrolet Einzelhändler und Werkstätten
5560;1273378;6802356;KFZ;Opel/General Motors Einzelhändler und Werkstätten
5561;1290370;6827511;KFZ;Mercedes Einzelhändler und Werkstätten
5562;1306509;6774052;KFZ;Iveco Einzelhändler und Werkstätten
5563;1350399;6867308;KFZ;point S
5564;1277265;6842281;KFZ;Skoda Einzelhändler und Werkstätten
5565;1250040;6797844;KFZ;Mini Einzelhändler und Werkstätten
5566;1247330;6797712;KFZ;Subaru Einzelhändler und Werkstätten
5567;1285410;6768410;KFZ;Chevrolet Einzelhändler und Werkstätten
5568;1319399;6901050;KFZ;EUROPA SERVICE
5569;1308666;6906199;KFZ;Suzuki Einzelhändler und Werkstätten
5570;754296;6652048;KFZ;Euromobil
5571;756790;6652963;KFZ;Sixt
5572;755901;6654594;KFZ;BMW Motorräder Einzelhändler und Werkstätten
5573;758297;6661860;KFZ;Suzuki Einzelhändler und Werkstätten
5574;745888;6654179;KFZ;Terstappen
5575;745903;6656202;KFZ;Ferrari Einzelhändler und Werkstätten
5576;712754;6648224;KFZ;HONDA Motorräder Einzelhändler und Werkstätten
5578;694647;6652540;KFZ;Ford Einzelhändler und Werkstätten
5579;742553;6646400;KFZ;Enterprise
5580;735344;6629066;KFZ;BMW Einzelhändler und Werkstätten
5581;737733;6652546;KFZ;Opel/General Motors Einzelhändler und Werkstätten
5582;711328;6660471;KFZ;Lancia Einzelhändler und Werkstätten
5583;703327;6626979;KFZ;Renault Einzelhändler und Werkstätten
5584;692345;6623410;KFZ;YAMAHA Moped Einzelhändler und Werkstätten
5585;703841;6633898;KFZ;Honda Einzelhändler und Werkstätten
5586;793663;6658006;KFZ;Opel/General Motors Einzelhändler und Werkstätten
5587;795160;6659898;KFZ;Lancia Einzelhändler und Werkstätten
5588;797649;6664235;KFZ;Jaguar Einzelhändler und Werkstätten
5589;792602;6658360;KFZ;Mini Einzelhändler und Werkstätten
5590;807397;6662891;KFZ;VW-Audi Einzelhändler und Werkstätten
