ID;X;Y;CATEGORY;STORE
2830;890809;6846106;FIN;Viktoria Versicherungen
2831;896698;6830062;FIN;Postbank
2832;891365;6856017;FIN;VGH Versicherungen
2833;923991;6857373;FIN;DEVK Versicherungen
2834;887919;6828384;FIN;Postbank
2835;905890;6817539;FIN;Sparkassen
2836;905215;6816407;FIN;DEVK Versicherungen
2837;911866;6813232;FIN;Sparkassen
2838;926803;6828875;FIN;VGH Versicherungen
2840;919692;6830499;FIN;Volks- und Raiffeisenbanken
2841;922999;6926725;FIN;Volks- und Raiffeisenbanken
2842;918314;6924813;FIN;Inter Risk Versicherungen
2843;920376;6924202;FIN;Viktoria Versicherungen
2844;921329;6924270;FIN;Würtembergische Versicherungen
2845;913166;6913933;FIN;Allianz Versicherungen
2846;945940;6921564;FIN;Allianz Versicherungen
2847;903145;6912971;FIN;Sparkassen
2848;923975;6944835;FIN;Volks- und Raiffeisenbanken
2849;955475;6905269;FIN;Sparkassen
2850;858166;6842681;FIN;Sparkassen
2851;857887;6842020;FIN;Volks- und Raiffeisenbanken
2852;866132;6840357;FIN;Sparkassen
2853;864964;6849468;FIN;LVM Versicherungen
2854;882996;6849390;FIN;Sparkassen
2855;869029;6835814;FIN;Sparkassen
2856;889904;6866431;FIN;Allianz Versicherungen
2857;874649;6891476;FIN;Allianz Versicherungen
2858;875137;6891514;FIN;DBV Winterthur Versicherungen
2859;853562;6886431;FIN;VGH Versicherungen
2860;871581;6868638;FIN;Volks- und Raiffeisenbanken
2861;869436;6915334;FIN;Sparkassen
2862;894440;6946532;FIN;Volks- und Raiffeisenbanken
2863;888768;6943351;FIN;Debeka Versicherungen
2864;895449;6949379;FIN;Inter Risk Versicherungen
2865;897488;6944903;FIN;Inter Risk Versicherungen
2866;896320;6940128;FIN;Volks- und Raiffeisenbanken
2867;810557;6918513;FIN;Sparkassen
2868;810898;6917972;FIN;Sparkassen
2869;810843;6918671;FIN;Sparkassen
2870;810151;6918836;FIN;Viktoria Versicherungen
2871;809023;6920399;FIN;Viktoria Versicherungen
2872;803849;6899587;FIN;Sparkassen
2873;853411;6947858;FIN;Allianz Versicherungen
2874;796618;6957105;FIN;LVM Versicherungen
2875;788947;6910219;FIN;Postbank
2876;813473;6887178;FIN;Allianz Versicherungen
2877;814964;6887389;FIN;Allianz Versicherungen
2878;818762;6877059;FIN;Concordia Versicherungen
2879;803730;6882407;FIN;Volks- und Raiffeisenbanken
2880;803787;6882618;FIN;Postbank
2881;765918;6882416;FIN;Sparkassen
2882;766127;6882476;FIN;Volks- und Raiffeisenbanken
2883;772619;6897907;FIN;Volks- und Raiffeisenbanken
2884;734609;6607556;FIN;Inter Risk Versicherungen
2885;737292;6602983;FIN;Inter Risk Versicherungen
2886;741769;6610816;FIN;Sparkassen
2887;744009;6609824;FIN;Hanse Merkur Versicherungen
2888;742035;6597753;FIN;DEVK Versicherungen
2889;743970;6590681;FIN;Volks- und Raiffeisenbanken
2890;745372;6591202;FIN;Viktoria Versicherungen
2891;721363;6614551;FIN;Volks- und Raiffeisenbanken
2892;726519;6614256;FIN;Allianz Versicherungen
2893;754617;6610558;FIN;Inter Risk Versicherungen
2894;766944;6595625;FIN;Postbank
2895;767056;6589471;FIN;Inter Risk Versicherungen
2897;776158;6580933;FIN;Postbank
2898;773794;6603632;FIN;Sparkassen
2899;819712;6629099;FIN;HUK Coburg Versicherungen
2900;822719;6634589;FIN;Viktoria Versicherungen
2901;837336;6628593;FIN;Sparkassen
2902;840511;6626250;FIN;Sparkassen
2903;825794;6621955;FIN;Sparkassen
2904;820152;6617318;FIN;Postbank
2905;677205;6573568;FIN;Inter Risk Versicherungen
2906;676950;6572161;FIN;Sparkassen
2907;685130;6569971;FIN;Volks- und Raiffeisenbanken
2908;682155;6572522;FIN;Viktoria Versicherungen
2909;677007;6584686;FIN;Sparkassen
2910;680830;6594001;FIN;Viktoria Versicherungen
2911;683305;6580632;FIN;Allianz Versicherungen
2912;709405;6540381;FIN;Sparkassen
2913;702192;6542342;FIN;HUK Coburg Versicherungen
2914;696463;6538926;FIN;Sparkassen
2915;688108;6551194;FIN;Volks- und Raiffeisenbanken
2916;693473;6575305;FIN;Volks- und Raiffeisenbanken
2917;692585;6573473;FIN;Viktoria Versicherungen
2918;698124;6579513;FIN;Sparkassen
2919;693525;6582455;FIN;Volks- und Raiffeisenbanken
2920;698620;6582165;FIN;Postbank
2921;693196;6578151;FIN;Inter Risk Versicherungen
2922;719761;6578786;FIN;Sparkassen
2923;721178;6579147;FIN;Sparda Bank
2924;721116;6580104;FIN;Volks- und Raiffeisenbanken
2925;721368;6580595;FIN;Inter Risk Versicherungen
2926;718756;6582323;FIN;Volks- und Raiffeisenbanken
2927;711376;6578758;FIN;Volks- und Raiffeisenbanken
2928;707609;6581556;FIN;Allianz Versicherungen
2929;716815;6595972;FIN;Sparkassen
2930;725439;6583671;FIN;Sparkassen
2931;724502;6583249;FIN;Viktoria Versicherungen
2932;700984;6603763;FIN;Sparkassen
2933;706580;6599792;FIN;DEVK Versicherungen
2934;687205;6597638;FIN;Viktoria Versicherungen
2935;678376;6610154;FIN;Sparkassen
2936;678031;6608400;FIN;Sparkassen
2937;687112;6612590;FIN;Sparkassen
2938;673765;6605886;FIN;Postbank
2939;677730;6624949;FIN;Sparkassen
2940;678006;6625459;FIN;Sparkassen
2941;677344;6625716;FIN;Allianz Versicherungen
2942;676113;6626011;FIN;Inter Risk Versicherungen
2943;677635;6600730;FIN;Sparkassen
2944;666794;6612630;FIN;Sparkassen
2945;788935;6566917;FIN;Sparkassen
2946;789347;6566840;FIN;Volks- und Raiffeisenbanken
2947;791451;6563931;FIN;Inter Risk Versicherungen
2948;786798;6565749;FIN;Postbank
2949;782066;6563025;FIN;Sparkassen
2950;790388;6563260;FIN;Allianz Versicherungen
2951;795646;6558526;FIN;Volks- und Raiffeisenbanken
2952;795192;6557871;FIN;Volks- und Raiffeisenbanken
2953;796061;6557499;FIN;Allianz Versicherungen
2954;792821;6566156;FIN;Sparkassen
2955;792024;6568309;FIN;Postbank
2956;796766;6563411;FIN;Sparkassen
2957;773174;6576575;FIN;Sparkassen
2958;775836;6572177;FIN;Sparkassen
2959;777492;6571971;FIN;Volks- und Raiffeisenbanken
2960;772895;6572049;FIN;Volks- und Raiffeisenbanken
2961;773564;6577820;FIN;Postbank
2962;772672;6548251;FIN;LVM Versicherungen
2963;773445;6547979;FIN;DBV Winterthur Versicherungen
2964;804323;6539665;FIN;Sparkassen
2965;804235;6539425;FIN;Barmenia Versicherungen
2966;807577;6536256;FIN;HUK Coburg Versicherungen
2967;789792;6534058;FIN;DBV Winterthur Versicherungen
2968;805642;6534144;FIN;LVM Versicherungen
2969;813611;6537749;FIN;Hanse Merkur Versicherungen
2970;811196;6534474;FIN;Sparkassen
2971;816282;6546258;FIN;Postbank
2972;802822;6542565;FIN;Sparkassen
2973;802776;6544594;FIN;DBV Winterthur Versicherungen
2974;801956;6553751;FIN;Postbank
2975;808008;6557537;FIN;Sparkassen
2976;801460;6577343;FIN;Sparkassen
2977;801502;6577356;FIN;Allianz Versicherungen
2978;801084;6577556;FIN;Debeka Versicherungen
2979;801589;6579252;FIN;Inter Risk Versicherungen
2980;795615;6576107;FIN;Inter Risk Versicherungen
2981;793816;6574777;FIN;Viktoria Versicherungen
2982;809715;6575317;FIN;Barmenia Versicherungen
2983;828358;6573527;FIN;Sparkassen
2984;809415;6596605;FIN;Viktoria Versicherungen
2985;753018;6531399;FIN;Würtembergische Versicherungen
2986;744777;6556460;FIN;Würtembergische Versicherungen
2987;711917;6518756;FIN;Viktoria Versicherungen
2988;731837;6522171;FIN;Volks- und Raiffeisenbanken
2989;738477;6396624;FIN;Deutsche Bank
2990;739000;6397554;FIN;Sparkassen
2991;743990;6401190;FIN;Sparkassen
2992;743353;6406228;FIN;LVM Versicherungen
2993;741873;6401801;FIN;Viktoria Versicherungen
2994;736610;6396194;FIN;Sparkassen
2995;740675;6397736;FIN;Sparkassen
2996;743664;6394792;FIN;Postbank
2997;737669;6411042;FIN;Viktoria Versicherungen
2998;749599;6395537;FIN;Sparkassen
2999;731462;6386808;FIN;Sparda Bank
3000;750899;6408317;FIN;Sparda Bank
3001;729534;6371258;FIN;Sparkassen
3003;791181;6419812;FIN;Sparkassen
3004;776925;6426957;FIN;Viktoria Versicherungen
3005;769777;6418459;FIN;Sparkassen
3006;771557;6434618;FIN;Sparkassen
3007;765576;6436136;FIN;Sparkassen
3008;766061;6436754;FIN;Deutsche Bank
3009;765826;6436660;FIN;DBV Winterthur Versicherungen
3010;765680;6436698;FIN;DBV Winterthur Versicherungen
3011;757852;6417629;FIN;Sparkassen
3012;742844;6445568;FIN;Sparkassen
3013;788061;6435588;FIN;Sparkassen
3014;725888;6500088;FIN;Sparkassen
3015;724942;6433804;FIN;Allianz Versicherungen
3016;730562;6421464;FIN;Sparkassen
3017;705413;6424323;FIN;Volks- und Raiffeisenbanken
3018;706709;6437843;FIN;DEVK Versicherungen
3019;916741;6434276;FIN;Sparkassen
3020;918430;6431978;FIN;Sparkassen
3021;919160;6432035;FIN;Volks- und Raiffeisenbanken
3022;897801;6436053;FIN;Sparkassen
3023;899679;6393962;FIN;DEVK Versicherungen
3024;878199;6433555;FIN;Volks- und Raiffeisenbanken
3025;878532;6433612;FIN;Allianz Versicherungen
3026;863789;6449428;FIN;Sparkassen
3027;869826;6430276;FIN;Inter Risk Versicherungen
3028;886375;6429210;FIN;Sparkassen
3029;878448;6421098;FIN;Sparkassen
3030;873197;6412877;FIN;Allianz Versicherungen
3031;874454;6416259;FIN;Inter Risk Versicherungen
3032;881248;6407686;FIN;Sparkassen
3033;869050;6406299;FIN;Sparkassen
3034;817147;6415433;FIN;Volks- und Raiffeisenbanken
3035;810058;6389831;FIN;Sparkassen
3036;815371;6387291;FIN;Allianz Versicherungen
3037;843991;6499904;FIN;Sparkassen
3038;844840;6501371;FIN;Hypovereinsbank
3039;843068;6506464;FIN;Sparkassen
3040;841558;6503241;FIN;Sparkassen
3041;848733;6474804;FIN;Sparkassen
3042;843591;6479243;FIN;Sparkassen
3043;844237;6479333;FIN;DEVK Versicherungen
3044;842522;6512566;FIN;Debeka Versicherungen
3045;847772;6505688;FIN;Sparkassen
3046;855925;6509993;FIN;Debeka Versicherungen
3047;858536;6518482;FIN;Viktoria Versicherungen
3048;851420;6534415;FIN;Sparkassen
3049;821862;6499621;FIN;Sparkassen
3050;857820;6465248;FIN;Sparkassen
3051;857820;6465248;FIN;Sparkassen
3052;827832;6483924;FIN;Sparkassen
3053;857556;6466209;FIN;Postbank
3054;870683;6478355;FIN;Sparkassen
3055;871345;6487029;FIN;LVM Versicherungen
3056;888088;6546773;FIN;Sparkassen
3057;886456;6549664;FIN;HUK Coburg Versicherungen
3058;830767;6515335;FIN;Volks- und Raiffeisenbanken
3059;830222;6514726;FIN;HUK Coburg Versicherungen
3060;828322;6511821;FIN;Volks- und Raiffeisenbanken
3061;833512;6526537;FIN;Sparkassen
3062;840989;6526906;FIN;Sparkassen
3063;823942;6508518;FIN;Volks- und Raiffeisenbanken
3064;824167;6505290;FIN;Inter Risk Versicherungen
3065;803241;6496355;FIN;Deutsche Bank
3066;806641;6500491;FIN;Inter Risk Versicherungen
3067;809622;6503707;FIN;Sparkassen
3068;809894;6502612;FIN;Viktoria Versicherungen
3069;812399;6490025;FIN;Viktoria Versicherungen
3070;806890;6481320;FIN;Volks- und Raiffeisenbanken
3071;793381;6479055;FIN;Postbank
3072;796776;6464593;FIN;Sparkassen
3073;800434;6467323;FIN;Volks- und Raiffeisenbanken
3074;779057;6461266;FIN;Sparkassen
3075;886016;6593213;FIN;Sparkassen
3076;891346;6591823;FIN;Sparkassen
3077;895839;6591224;FIN;Sparkassen
3078;893043;6590797;FIN;Inter Risk Versicherungen
3079;893052;6596057;FIN;Würtembergische Versicherungen
3080;888218;6584911;FIN;Sparkassen
3081;888798;6607011;FIN;Deutsche Bank
3082;911832;6589747;FIN;Sparkassen
3083;901153;6598347;FIN;Postbank
3084;889788;6576897;FIN;Volks- und Raiffeisenbanken
3085;891714;6575734;FIN;Postbank
3086;895288;6635305;FIN;Sparkassen
3087;908382;6635053;FIN;Volks- und Raiffeisenbanken
3088;897661;6632540;FIN;Volks- und Raiffeisenbanken
3089;895902;6641153;FIN;Postbank
3090;891164;6638219;FIN;Postbank
3091;897850;6632563;FIN;Sparda Bank
3092;925430;6646462;FIN;Postbank
3093;902846;6628981;FIN;DBV Winterthur Versicherungen
3094;884532;6652762;FIN;Sparkassen
3095;884816;6652577;FIN;Volks- und Raiffeisenbanken
3096;879631;6639150;FIN;Sparkassen
3097;876034;6636848;FIN;HUK Coburg Versicherungen
3098;869581;6605611;FIN;Sparkassen
3099;876754;6603202;FIN;Viktoria Versicherungen
3100;864159;6619245;FIN;HUK Coburg Versicherungen
3101;860806;6581783;FIN;Sparkassen
3102;836730;6551645;FIN;Sparkassen
3103;878012;6548607;FIN;Inter Risk Versicherungen
3104;837383;6667799;FIN;Sparkassen
3105;832682;6678408;FIN;Sparkassen
3106;830632;6684109;FIN;Volks- und Raiffeisenbanken
3107;831887;6685403;FIN;Allianz Versicherungen
3108;841664;6675870;FIN;LVM Versicherungen
3109;823169;6674339;FIN;Sparkassen
3110;844127;6691076;FIN;Sparkassen
3111;840886;6692393;FIN;Allianz Versicherungen
3112;841932;6692278;FIN;HUK Coburg Versicherungen
3113;818745;6666817;FIN;Sparkassen
3114;815776;6670195;FIN;LVM Versicherungen
3115;829899;6660289;FIN;LVM Versicherungen
3116;815885;6691190;FIN;Sparkassen
3117;815511;6692209;FIN;Sparkassen
3118;815853;6691536;FIN;Viktoria Versicherungen
3119;819898;6693210;FIN;Deutsche Bank
3120;847309;6653318;FIN;Sparkassen
3121;847530;6652966;FIN;Allianz Versicherungen
3122;848579;6652093;FIN;Sparkassen
3123;849896;6651406;FIN;Sparkassen
3124;849584;6632327;FIN;DBV Winterthur Versicherungen
3125;834431;6646817;FIN;Sparkassen
3126;843738;6637833;FIN;LVM Versicherungen
3127;857292;6680584;FIN;Debeka Versicherungen
3128;855495;6682688;FIN;Sparkassen
3129;855612;6680575;FIN;Allianz Versicherungen
3130;858782;6689872;FIN;Viktoria Versicherungen
3131;867436;6680784;FIN;Sparkassen
3132;864922;6684167;FIN;Sparkassen
3133;867196;6691126;FIN;TARGO BANK
3134;870925;6687148;FIN;Sparkassen
3135;870861;6670794;FIN;Allianz Versicherungen
3136;874682;6649810;FIN;Inter Risk Versicherungen
3137;876854;6651780;FIN;Inter Risk Versicherungen
3138;870315;6733653;FIN;Sparkassen
3139;870294;6735183;FIN;Allianz Versicherungen
3140;866446;6732624;FIN;Sparkassen
3141;851424;6719119;FIN;DEVK Versicherungen
3142;848430;6723305;FIN;Sparkassen
3143;864563;6720277;FIN;Sparkassen
3144;877616;6755171;FIN;Sparkassen
3145;878005;6749833;FIN;Deutsche Bank
3146;893933;6748896;FIN;Allianz Versicherungen
3147;907030;6762628;FIN;Sparkassen
3148;892506;6762975;FIN;LVM Versicherungen
3149;908773;6745415;FIN;Sparkassen
3150;821630;6748949;FIN;HUK Coburg Versicherungen
3151;849170;6732280;FIN;Postbank
3152;855172;6733253;FIN;HUK Coburg Versicherungen
3153;847140;6730926;FIN;Inter Risk Versicherungen
3154;852192;6745939;FIN;Volks- und Raiffeisenbanken
3155;837158;6745666;FIN;LVM Versicherungen
3156;819289;6741022;FIN;Inter Risk Versicherungen
3157;854463;6712485;FIN;Viktoria Versicherungen
3158;849608;6700628;FIN;Sparkassen
3159;846861;6702919;FIN;Inter Risk Versicherungen
3160;879755;6713204;FIN;LVM Versicherungen
3161;880286;6712598;FIN;DBV Winterthur Versicherungen
3162;901383;6715381;FIN;Sparkassen
3163;901486;6715608;FIN;Sparda Bank
3164;902590;6715902;FIN;Allianz Versicherungen
3165;899808;6712478;FIN;Viktoria Versicherungen
3166;928343;6734196;FIN;DEVK Versicherungen
3167;927058;6740545;FIN;Sparkassen
3168;913740;6730367;FIN;Volks- und Raiffeisenbanken
3169;931371;6736980;FIN;Sparkassen
3170;937930;6701605;FIN;Postbank
3171;897431;6684723;FIN;Inter Risk Versicherungen
3172;904677;6684130;FIN;Sparkassen
3173;890004;6672544;FIN;Sparkassen
3174;885402;6659996;FIN;Volks- und Raiffeisenbanken
3175;931612;6677147;FIN;Sparkassen
3176;936176;6679341;FIN;Volks- und Raiffeisenbanken
3177;953214;6684096;FIN;Volks- und Raiffeisenbanken
3178;960565;6681115;FIN;Hanse Merkur Versicherungen
3180;953579;6684137;FIN;Inter Risk Versicherungen
3181;958977;6630746;FIN;Sparkassen
3182;964315;6458415;FIN;Sparkassen
3183;966487;6460508;FIN;Volks- und Raiffeisenbanken
3184;965835;6460999;FIN;Sparkassen
3185;965778;6459799;FIN;Allianz Versicherungen
3186;959941;6456738;FIN;Sparkassen
3187;961845;6457323;FIN;Deutsche Bank
3188;963152;6458078;FIN;signal iduna
3189;965160;6467908;FIN;Sparkassen
3190;961638;6466742;FIN;Sparkassen
3191;954415;6457955;FIN;Sparkassen
3192;961710;6454133;FIN;Sparkassen
3193;964414;6456567;FIN;Allianz Versicherungen
3194;964667;6455927;FIN;Inter Risk Versicherungen
3195;965402;6455513;FIN;Deutsche Bank
3196;970559;6496682;FIN;HUK Coburg Versicherungen
3197;973655;6482678;FIN;Sparkassen
3198;968200;6485799;FIN;Viktoria Versicherungen
3200;986197;6501230;FIN;Inter Risk Versicherungen
3201;970962;6504943;FIN;Postbank
3202;1017307;6435884;FIN;Allianz Versicherungen
3203;1019369;6430691;FIN;Viktoria Versicherungen
3204;1008581;6448491;FIN;Sparkassen
3205;1004788;6426879;FIN;Volks- und Raiffeisenbanken
3206;1020648;6438504;FIN;Allianz Versicherungen
3207;1017636;6453934;FIN;Sparkassen
3208;1017292;6454137;FIN;Volks- und Raiffeisenbanken
3210;1023307;6432986;FIN;Allianz Versicherungen
3211;1007620;6435095;FIN;Inter Risk Versicherungen
3212;1010239;6435163;FIN;Sparkassen
3213;1018613;6412355;FIN;Volks- und Raiffeisenbanken
3214;1022997;6460217;FIN;Sparkassen
3215;1044617;6433211;FIN;Sparkassen
3216;1029211;6408186;FIN;Sparkassen
3217;1016791;6445000;FIN;Viktoria Versicherungen
3218;1035339;6415355;FIN;Sparkassen
3219;1029351;6387838;FIN;Sparkassen
3220;1037736;6387561;FIN;Sparkassen
3221;962298;6419236;FIN;Volks- und Raiffeisenbanken
3222;961555;6418328;FIN;Sparkassen
3223;960292;6415480;FIN;Viktoria Versicherungen
3224;952581;6406373;FIN;Sparkassen
3225;955816;6404998;FIN;Allianz Versicherungen
3226;955732;6406387;FIN;Inter Risk Versicherungen
3227;954594;6422795;FIN;Postbank
3228;954029;6414476;FIN;Volks- und Raiffeisenbanken
3230;972576;6409350;FIN;Sparkassen
3231;971927;6404216;FIN;Volks- und Raiffeisenbanken
3232;977866;6415428;FIN;Inter Risk Versicherungen
3233;982793;6389543;FIN;Postbank
3234;987719;6396673;FIN;Volks- und Raiffeisenbanken
3235;943165;6417855;FIN;Sparkassen
3238;939823;6429360;FIN;Volks- und Raiffeisenbanken
3239;943745;6396089;FIN;Inter Risk Versicherungen
3240;941683;6401021;FIN;Sparkassen
3241;941526;6406408;FIN;Sparkassen
3242;941481;6406192;FIN;Postbank
3243;956680;6384326;FIN;Sparkassen
3244;957765;6382479;FIN;Inter Risk Versicherungen
3245;960985;6377348;FIN;Allianz Versicherungen
3246;952615;6380651;FIN;Inter Risk Versicherungen
3247;974313;6376814;FIN;Hanse Merkur Versicherungen
3248;957675;6391157;FIN;Sparkassen
3249;950173;6382369;FIN;Postbank
3250;968929;6390357;FIN;Sparkassen
3252;999093;6379508;FIN;HUK Coburg Versicherungen
3253;1001577;6383451;FIN;Allianz Versicherungen
3254;994585;6420245;FIN;Sparkassen
3255;992362;6419401;FIN;Sparkassen
3257;991029;6426423;FIN;Sparkassen
3258;1004072;6420276;FIN;Volks- und Raiffeisenbanken
3259;1000942;6425736;FIN;DEVK Versicherungen
3260;916492;6452991;FIN;DEVK Versicherungen
3261;917316;6450687;FIN;Volks- und Raiffeisenbanken
3262;914430;6452527;FIN;Volks- und Raiffeisenbanken
3263;914492;6450976;FIN;Allianz Versicherungen
3264;912062;6452217;FIN;Inter Risk Versicherungen
3265;916184;6446210;FIN;Sparkassen
3266;913986;6447246;FIN;Postbank
3267;927440;6456972;FIN;Postbank
3272;902847;6443691;FIN;Volks- und Raiffeisenbanken
3273;901835;6449220;FIN;Sparkassen
3274;896366;6441442;FIN;Volks- und Raiffeisenbanken
3275;887398;6439744;FIN;Volks- und Raiffeisenbanken
3276;891337;6439367;FIN;Postbank
3277;882729;6435887;FIN;DBV Winterthur Versicherungen
3278;882729;6435887;FIN;DBV Winterthur Versicherungen
3279;898608;6446006;FIN;Volks- und Raiffeisenbanken
3280;938607;6435818;FIN;Volks- und Raiffeisenbanken
3281;911337;6482336;FIN;Sparkassen
3282;919236;6477517;FIN;Inter Risk Versicherungen
3283;924697;6466825;FIN;Volks- und Raiffeisenbanken
3284;921023;6470506;FIN;HUK Coburg Versicherungen
3285;921147;6470540;FIN;Inter Risk Versicherungen
3286;896142;6506364;FIN;Sparkassen
3287;896953;6503642;FIN;Volks- und Raiffeisenbanken
3288;903017;6504237;FIN;Sparkassen
3289;900802;6507022;FIN;Sparkassen
3290;894173;6508032;FIN;Sparkassen
3291;906190;6509455;FIN;Sparkassen
3296;938882;6453937;FIN;Volks- und Raiffeisenbanken
3297;952963;6462551;FIN;Deutsche Bank
3298;950885;6466794;FIN;DBV Winterthur Versicherungen
3299;942158;6451153;FIN;Sparkassen
3300;941751;6446079;FIN;Sparkassen
3301;944192;6451323;FIN;HUK Coburg Versicherungen
3302;928873;6463256;FIN;Sparkassen
3303;933191;6463287;FIN;Viktoria Versicherungen
3304;942060;6454161;FIN;Barmenia Versicherungen
3307;947005;6453203;FIN;Sparkassen
3308;945403;6455050;FIN;Postbank
3309;945941;6455729;FIN;DEVK Versicherungen
3310;777529;6308493;FIN;Sparkassen
3311;778038;6307807;FIN;Sparkassen
3312;778038;6307807;FIN;Sparkassen
3313;777247;6307633;FIN;Sparkassen
3314;775859;6307206;FIN;Sparkassen
3315;775859;6307206;FIN;Sparkassen
3316;776164;6307182;FIN;Inter Risk Versicherungen
3317;778184;6305980;FIN;Sparkassen
3318;784327;6307700;FIN;Barmenia Versicherungen
3319;779049;6312651;FIN;Sparkassen
3320;782272;6316324;FIN;Sparkassen
3321;781747;6313221;FIN;HUK Coburg Versicherungen
3322;785887;6305370;FIN;Volks- und Raiffeisenbanken
3323;776814;6324204;FIN;Sparkassen
3324;769467;6325125;FIN;Alte Leipziger Versicherungen
3325;785967;6316074;FIN;Sparkassen
3326;785045;6318657;FIN;Volks- und Raiffeisenbanken
3327;772070;6319233;FIN;Debeka Versicherungen
3328;771007;6318171;FIN;HUK Coburg Versicherungen
3329;756748;6305202;FIN;Volks- und Raiffeisenbanken
3330;760144;6296497;FIN;HUK Coburg Versicherungen
3331;790788;6316392;FIN;Barmenia Versicherungen
3334;791934;6300538;FIN;Volks- und Raiffeisenbanken
3335;803995;6304128;FIN;Helvetia Versicherungen
3336;798509;6304391;FIN;HUK Coburg Versicherungen
3337;807052;6309846;FIN;Viktoria Versicherungen
3338;801377;6297328;FIN;Sparkassen
3339;820803;6311578;FIN;DBV Winterthur Versicherungen
3340;820803;6311578;FIN;DBV Winterthur Versicherungen
3341;834616;6309764;FIN;Viktoria Versicherungen
3342;803198;6327137;FIN;Sparkassen
3343;779958;6338865;FIN;Sparkassen
3344;790933;6334164;FIN;Sparkassen
3345;788010;6331149;FIN;Sparkassen
3346;801250;6351374;FIN;Barmenia Versicherungen
3347;797373;6347386;FIN;Debeka Versicherungen
3348;806084;6361994;FIN;Sparkassen
3349;782028;6349905;FIN;Postbank
3350;776036;6352343;FIN;HUK Coburg Versicherungen
3351;794031;6356629;FIN;Sparkassen
3352;788325;6354709;FIN;Volks- und Raiffeisenbanken
3353;737836;6342641;FIN;Sparkassen
3354;738004;6343122;FIN;Postbank
3355;766799;6359816;FIN;Sparkassen
3356;771394;6357323;FIN;HUK Coburg Versicherungen
3357;713353;6355533;FIN;Sparkassen
3358;750364;6322086;FIN;Sparkassen
3359;748432;6316524;FIN;Sparkassen
3360;754049;6324263;FIN;Sparkassen
3361;750852;6321506;FIN;DEVK Versicherungen
3362;763083;6324791;FIN;Sparkassen
3363;756842;6327729;FIN;Volks- und Raiffeisenbanken
3364;746593;6324221;FIN;Viktoria Versicherungen
3365;744788;6309309;FIN;Volks- und Raiffeisenbanken
3366;746182;6314415;FIN;Viktoria Versicherungen
3367;753393;6320640;FIN;DEVK Versicherungen
3368;769362;6331595;FIN;Sparkassen
3369;768525;6337783;FIN;DEVK Versicherungen
3370;760996;6344268;FIN;Inter Risk Versicherungen
3371;767559;6348813;FIN;Viktoria Versicherungen
3372;841561;6338061;FIN;Volks- und Raiffeisenbanken
3373;839443;6337957;FIN;Volks- und Raiffeisenbanken
3375;840102;6344062;FIN;Volks- und Raiffeisenbanken
3376;840121;6344066;FIN;Postbank
3377;833994;6340205;FIN;Sparkassen
3378;830334;6338948;FIN;DEVK Versicherungen
3379;832469;6370407;FIN;Allianz Versicherungen
3380;828732;6333393;FIN;Sparkassen
3381;848696;6322318;FIN;Sparkassen
3382;842810;6329763;FIN;Sparkassen
3383;845853;6302378;FIN;Allianz Versicherungen
3384;841801;6299822;FIN;Sparkassen
3385;848712;6308820;FIN;Concordia Versicherungen
3386;939386;6350174;FIN;Santander Consumer Bank
3387;937566;6351153;FIN;Sparkassen
3388;934383;6356819;FIN;Sparkassen
3389;933869;6357468;FIN;DEVK Versicherungen
3390;926750;6355254;FIN;Sparkassen
3391;929016;6359523;FIN;DEVK Versicherungen
3392;929606;6359960;FIN;Hanse Merkur Versicherungen
3393;927849;6358484;FIN;Inter Risk Versicherungen
3394;912769;6354226;FIN;HUK Coburg Versicherungen
3395;908177;6363216;FIN;HUK Coburg Versicherungen
3396;891167;6380723;FIN;Sparkassen
3397;890779;6381279;FIN;Inter Risk Versicherungen
3398;895219;6369312;FIN;Postbank
3399;934069;6312953;FIN;Volks- und Raiffeisenbanken
3400;927683;6310045;FIN;Inter Risk Versicherungen
3401;926309;6313701;FIN;Volks- und Raiffeisenbanken
3402;921705;6311948;FIN;Volks- und Raiffeisenbanken
3403;907347;6327112;FIN;Sparkassen
3404;905198;6328042;FIN;Sparda Bank
3405;922814;6333185;FIN;Volks- und Raiffeisenbanken
3406;897354;6331108;FIN;Postbank
3407;897354;6331279;FIN;LVM Versicherungen
3408;904458;6312701;FIN;Sparkassen
3409;929954;6376368;FIN;Sparkassen
3410;929471;6375564;FIN;Sparkassen
3411;921128;6383379;FIN;Volks- und Raiffeisenbanken
3412;926405;6379653;FIN;Postbank
3413;919440;6371170;FIN;Volks- und Raiffeisenbanken
3414;925789;6388111;FIN;Allianz Versicherungen
3415;925885;6387784;FIN;HUK Coburg Versicherungen
3416;915789;6370551;FIN;Inter Risk Versicherungen
3417;862953;6342428;FIN;Sparkassen
3418;862815;6343293;FIN;Sparkassen
3419;862569;6343180;FIN;Sparkassen
3420;863965;6342330;FIN;Inter Risk Versicherungen
3421;868181;6345402;FIN;Inter Risk Versicherungen
3422;866309;6345552;FIN;Viktoria Versicherungen
3423;859169;6341102;FIN;Postbank
3424;878278;6350814;FIN;Sparkassen
3425;862370;6330350;FIN;Inter Risk Versicherungen
3426;873364;6361852;FIN;Sparkassen
3427;853657;6356473;FIN;Sparkassen
3428;848465;6361370;FIN;Volks- und Raiffeisenbanken
3429;869291;6374872;FIN;DBV Winterthur Versicherungen
